frame,id,class,xmin,ymin,xmax,ymax
97,10,person,950,370,1009,443
97,12,person,1026,372,1089,457
97,13,person,1575,567,1655,696
97,17,person,804,477,865,574
97,18,person,1703,876,1786,1076
97,19,person,1271,456,1336,512
97,20,person,9,106,36,146
97,23,person,1696,54,1715,92
97,30,person,575,183,600,241
97,36,person,583,187,595,214
97,37,person,482,432,402,304
97,38,person,474,460,472,457
97,41,person,94,152,114,195
98,1,person,277,232,305,298
98,2,person,613,284,648,354
98,3,person,1381,493,1437,555
98,4,person,465,494,514,562
98,5,person,1473,528,1523,601
98,7,person,1271,501,1327,554
98,9,person,-107,-5,2021,1100
98,10,person,950,370,1009,443
98,12,person,1034,366,1092,444
98,13,person,1575,567,1655,696
98,17,person,804,477,863,572
98,18,person,1703,875,1787,1078
98,19,person,1270,456,1337,513
98,23,person,1696,54,1715,92
98,28,person,129,174,153,210
98,30,person,575,183,601,241
98,36,person,584,187,595,214
98,37,person,486,432,402,297
98,38,person,477,461,474,455
98,41,person,94,152,114,195
99,1,person,277,232,305,298
99,2,person,614,284,648,353
99,3,person,1381,493,1437,555
99,4,person,471,497,516,558
99,5,person,1473,528,1523,601
99,7,person,1271,501,1327,554
99,9,person,-117,-6,2031,1109
99,10,person,951,370,1008,442
99,12,person,1033,366,1091,445
99,13,person,1576,567,1655,695
99,17,person,802,478,862,574
99,18,person,1703,872,1788,1078
99,19,person,1270,456,1338,513
99,23,person,1696,54,1715,92
99,28,person,131,175,155,211
99,30,person,575,183,601,241
99,36,person,584,187,595,213
99,37,person,489,432,401,291
99,38,person,481,462,476,453
99,41,person,95,153,114,194
100,1,person,276,232,304,298
100,2,person,606,281,642,354
100,3,person,1381,493,1437,555
100,4,person,476,501,519,557
100,5,person,1473,527,1523,601
100,7,person,1271,501,1328,554
100,9,person,-72,-1,1993,1083
100,10,person,950,370,1008,443
100,12,person,1034,367,1090,442
100,13,person,1576,567,1655,695
100,17,person,800,471,856,561
100,18,person,1702,870,1787,1078
100,19,person,1270,456,1338,513
100,23,person,1696,54,1715,92
100,28,person,132,176,156,211
100,30,person,575,182,601,241
100,36,person,584,187,595,212
100,37,person,493,433,401,285
100,38,person,484,463,477,451
100,41,person,95,153,115,194
101,1,person,276,233,304,298
101,2,person,606,280,642,354
101,3,person,1380,493,1437,555
101,4,person,470,503,532,586
101,5,person,1473,528,1523,601
101,7,person,1271,501,1327,554
101,9,person,-63,0,1980,1082
101,10,person,950,370,1008,442
101,12,person,1034,367,1090,443
101,13,person,1576,567,1655,695
101,17,person,799,470,853,555
101,18,person,1702,869,1785,1076
101,19,person,1270,456,1338,513
101,23,person,1696,54,1715,92
101,28,person,134,177,158,212
101,30,person,575,182,601,241
101,36,person,585,187,595,211
101,37,person,497,433,400,278
101,38,person,488,464,479,449
101,41,person,95,153,115,194
102,1,person,276,233,303,298
102,2,person,606,280,641,354
102,3,person,1380,493,1437,555
102,4,person,472,505,538,594
102,5,person,1474,528,1522,601
102,7,person,1272,501,1328,554
102,9,person,-49,0,1968,1077
102,10,person,951,371,1007,442
102,12,person,1039,359,1089,425
102,13,person,1576,567,1655,695
102,17,person,798,467,851,553
102,18,person,1702,869,1783,1073
102,19,person,1270,456,1338,513
102,23,person,1696,54,1715,92
102,28,person,136,178,160,213
102,30,person,575,182,601,241
102,36,person,585,187,595,210
102,38,person,491,465,481,447
102,41,person,96,153,115,194
103,1,person,275,233,303,298
103,2,person,606,279,641,354
103,3,person,1380,493,1437,555
103,4,person,477,508,541,597
103,5,person,1474,528,1522,600
103,7,person,1271,501,1328,554
103,9,person,-42,0,1960,1076
103,10,person,950,371,1008,442
103,12,person,1042,356,1088,419
103,13,person,1576,567,1655,695
103,17,person,795,466,850,553
103,18,person,1703,868,1782,1068
103,19,person,1270,456,1338,513
103,23,person,1696,54,1715,92
103,28,person,138,179,162,214
103,30,person,575,182,602,241
103,36,person,586,187,595,209
103,38,person,495,466,483,445
103,41,person,96,154,115,194
104,1,person,275,231,303,298
104,2,person,618,284,652,352
104,3,person,1380,493,1438,556
104,4,person,481,510,543,597
104,5,person,1474,528,1522,600
104,7,person,1271,500,1328,554
104,9,person,-38,0,1955,1078
104,10,person,950,370,1008,442
104,12,person,1042,356,1088,416
104,13,person,1576,567,1655,695
104,17,person,793,463,849,553
104,18,person,1703,869,1779,1063
104,19,person,1270,456,1338,513
104,23,person,1696,54,1715,92
104,28,person,140,180,164,215
104,30,person,576,182,602,241
104,38,person,498,467,484,443
104,41,person,96,154,115,194
105,1,person,275,231,303,298
105,2,person,620,286,654,351
105,3,person,1380,493,1437,555
105,4,person,491,514,545,587
105,5,person,1473,528,1523,600
105,7,person,1271,500,1328,554
105,9,person,-33,0,1952,1080
105,10,person,950,370,1008,442
105,12,person,1042,355,1088,416
105,13,person,1576,567,1655,694
105,17,person,792,462,849,553
105,18,person,1703,870,1776,1059
105,19,person,1271,456,1339,514
105,23,person,1695,55,1714,92
105,28,person,142,181,166,216
105,30,person,581,184,605,240
105,38,person,502,468,486,441
105,41,person,97,154,115,193
106,1,person,275,230,303,298
106,2,person,619,285,654,351
106,3,person,1381,493,1437,555
106,4,person,499,517,547,580
106,5,person,1474,528,1523,600
106,7,person,1271,500,1327,554
106,9,person,-30,0,1945,1081
106,10,person,950,370,1008,443
106,12,person,1041,354,1089,416
106,13,person,1576,567,1655,694
106,17,person,789,460,848,556
106,18,person,1704,868,1775,1054
106,19,person,1270,456,1339,514
106,23,person,1695,56,1714,91
106,28,person,144,182,168,217
106,30,person,582,184,605,239
106,38,person,505,469,488,439
106,41,person,97,155,115,193
106,44,person,138,169,161,218
107,1,person,275,230,302,298
107,2,person,618,284,654,351
107,3,person,1381,493,1437,555
107,4,person,504,520,550,579
107,5,person,1474,528,1523,600
107,7,person,1271,499,1328,554
107,9,person,-26,0,1940,1080
107,10,person,951,371,1007,443
107,12,person,1041,355,1089,417
107,13,person,1576,567,1655,694
107,17,person,787,460,847,558
107,18,person,1705,868,1774,1050
107,19,person,1270,456,1339,514
107,23,person,1695,56,1714,91
107,28,person,146,182,170,218
107,30,person,583,184,605,239
107,38,person,509,470,489,437
107,41,person,97,155,115,193
107,44,person,140,170,162,217
108,1,person,274,230,302,297
108,2,person,617,284,654,351
108,3,person,1381,493,1437,554
108,4,person,507,524,553,580
108,5,person,1474,527,1523,600
108,7,person,1271,499,1328,554
108,9,person,-21,0,1936,1081
108,10,person,950,371,1008,442
108,12,person,1040,354,1089,418
108,13,person,1577,567,1655,694
108,17,person,785,457,846,557
108,18,person,1704,868,1773,1049
108,19,person,1270,456,1339,515
108,23,person,1695,56,1713,91
108,28,person,147,183,172,219
108,30,person,583,184,605,239
108,38,person,513,471,491,435
108,41,person,98,155,115,193
108,44,person,141,172,162,217
109,1,person,273,231,301,297
109,2,person,617,285,655,351
109,3,person,1380,493,1437,555
109,4,person,504,528,563,603
109,5,person,1474,528,1523,601
109,7,person,1271,499,1327,554
109,9,person,-18,0,1932,1081
109,10,person,950,371,1008,443
109,12,person,1040,354,1089,419
109,13,person,1577,567,1655,694
109,17,person,784,456,844,555
109,18,person,1704,868,1773,1049
109,19,person,1270,456,1339,515
109,23,person,1696,55,1714,91
109,28,person,149,184,174,220
109,30,person,583,184,604,239
109,38,person,516,472,493,433
109,41,person,98,155,116,193
109,44,person,142,173,163,217
110,1,person,273,233,299,295
110,2,person,616,285,654,351
110,3,person,1380,493,1438,555
110,4,person,508,533,568,608
110,5,person,1474,528,1522,600
110,7,person,1271,499,1328,554
110,9,person,-17,0,1927,1081
110,10,person,948,380,1009,457
110,12,person,1040,354,1089,418
110,13,person,1577,567,1655,694
110,17,person,784,457,843,557
110,18,person,1704,868,1772,1049
110,19,person,1270,456,1338,515
110,23,person,1696,52,1716,91
110,26,person,1032,365,1091,442
110,28,person,151,185,176,221
110,30,person,583,183,604,239
110,38,person,520,473,494,431
110,41,person,98,156,116,193
110,44,person,142,173,163,218
111,1,person,273,233,298,295
111,2,person,616,285,654,351
111,3,person,1380,493,1438,555
111,4,person,514,537,571,607
111,5,person,1474,528,1522,600
111,7,person,1271,499,1328,554
111,9,person,-16,0,1923,1080
111,10,person,948,384,1009,462
111,12,person,1040,353,1089,417
111,17,person,785,458,841,554
111,18,person,1707,858,1778,1047
111,19,person,1271,456,1338,515
111,23,person,1695,51,1717,92
111,26,person,1032,366,1091,441
111,28,person,153,186,178,222
111,30,person,582,183,604,239
111,41,person,99,156,116,192
111,44,person,143,171,165,218
112,1,person,273,233,298,294
112,2,person,615,284,655,351
112,3,person,1380,493,1438,556
112,4,person,511,538,584,631
112,5,person,1473,528,1523,600
112,7,person,1271,500,1328,554
112,9,person,-13,0,1920,1079
112,10,person,949,376,1008,450
112,12,person,1040,353,1089,416
112,17,person,782,459,836,551
112,18,person,1708,852,1781,1048
112,19,person,1271,456,1338,515
112,23,person,1696,52,1716,92
112,26,person,1032,366,1091,441
112,28,person,155,187,180,223
112,30,person,583,183,604,239
112,41,person,99,156,116,192
112,44,person,143,171,165,218
113,1,person,272,234,298,296
113,2,person,615,283,656,351
113,3,person,1380,493,1438,556
113,4,person,512,541,589,641
113,5,person,1473,528,1523,600
113,7,person,1272,500,1327,554
113,9,person,-5,0,1914,1073
113,10,person,950,372,1008,446
113,12,person,1040,352,1089,415
113,17,person,780,458,836,554
113,18,person,1708,852,1781,1048
113,19,person,1270,456,1338,515
113,23,person,1696,52,1717,92
113,26,person,1032,364,1091,441
113,28,person,157,188,182,224
113,30,person,583,184,604,237
113,41,person,104,156,125,198
113,44,person,144,172,165,218
114,1,person,272,234,298,296
114,2,person,617,281,649,333
114,3,person,1381,493,1437,555
114,4,person,519,545,592,640
114,5,person,1474,528,1523,600
114,7,person,1271,500,1328,554
114,9,person,0,0,1911,1070
114,10,person,950,371,1008,444
114,12,person,1040,351,1089,414
114,17,person,779,459,834,552
114,18,person,1708,852,1779,1048
114,19,person,1270,456,1338,515
114,23,person,1696,51,1717,92
114,26,person,1032,364,1091,441
114,28,person,159,189,184,225
114,30,person,583,184,604,238
114,41,person,104,156,126,198
114,44,person,145,171,167,218
115,1,person,272,233,298,295
115,2,person,618,281,646,325
115,3,person,1381,493,1437,555
115,4,person,529,550,593,632
115,5,person,1474,527,1523,601
115,7,person,1272,500,1328,554
115,9,person,8,3,1904,1066
115,10,person,951,371,1007,443
115,12,person,1040,351,1089,414
115,17,person,778,459,832,552
115,18,person,1704,857,1775,1052
115,19,person,1270,456,1339,515
115,23,person,1696,51,1717,92
115,26,person,1032,363,1091,441
115,28,person,161,190,186,226
115,30,person,584,184,604,238
115,41,person,104,157,127,198
115,44,person,146,171,168,218
116,1,person,272,233,297,295
116,2,person,617,280,645,323
116,3,person,1381,493,1437,555
116,4,person,538,554,594,625
116,5,person,1474,527,1523,601
116,7,person,1271,500,1328,554
116,9,person,15,7,1898,1062
116,10,person,951,370,1007,442
116,12,person,1040,350,1088,413
116,17,person,777,454,828,541
116,18,person,1701,858,1773,1054
116,19,person,1271,456,1338,515
116,23,person,1696,51,1717,92
116,26,person,1032,362,1091,442
116,28,person,163,191,188,227
116,30,person,584,183,604,237
116,41,person,105,159,127,198
116,44,person,147,171,169,218
117,1,person,271,233,297,295
117,2,person,617,281,645,322
117,3,person,1380,493,1438,555
117,4,person,544,558,596,622
117,5,person,1473,527,1523,601
117,7,person,1271,499,1328,553
117,9,person,6,2,1909,1071
117,10,person,950,370,1008,443
117,12,person,1041,350,1088,412
117,17,person,777,453,827,536
117,18,person,1703,852,1775,1052
117,19,person,1270,456,1338,515
117,23,person,1696,56,1714,91
117,26,person,1032,361,1091,442
117,28,person,165,192,190,228
117,30,person,584,183,604,237
117,41,person,105,160,128,198
117,44,person,149,171,173,220
118,1,person,270,233,296,294
118,2,person,617,281,645,322
118,3,person,1380,493,1438,555
118,4,person,537,560,612,654
118,5,person,1473,528,1523,601
118,7,person,1271,499,1328,553
118,9,person,2,0,1915,1077
118,10,person,951,370,1007,442
118,12,person,1041,349,1088,411
118,17,person,775,451,823,531
118,18,person,1702,850,1774,1051
118,19,person,1271,456,1338,515
118,23,person,1696,56,1714,91
118,26,person,1030,358,1091,442
118,28,person,167,193,192,229
118,30,person,584,183,604,237
118,41,person,105,161,128,198
118,44,person,151,172,174,220
119,1,person,269,233,296,294
119,2,person,617,281,646,322
119,3,person,1380,493,1438,555
119,4,person,540,565,619,664
119,5,person,1474,528,1522,600
119,7,person,1271,499,1328,554
119,9,person,3,0,1913,1076
119,10,person,949,380,1008,456
119,12,person,1041,349,1088,410
119,17,person,773,450,822,529
119,18,person,1701,849,1773,1051
119,19,person,1271,456,1338,515
119,23,person,1696,56,1714,90
119,26,person,1030,357,1090,442
119,28,person,169,194,194,230
119,30,person,584,183,604,238
119,41,person,104,159,129,198
119,44,person,151,173,175,221
120,1,person,268,233,295,296
120,2,person,617,281,647,322
120,3,person,1380,493,1438,556
120,4,person,547,569,622,666
120,5,person,1474,528,1522,600
120,7,person,1272,499,1328,554
120,9,person,4,0,1910,1073
120,10,person,948,383,1009,462
120,12,person,1041,348,1088,409
120,17,person,771,448,821,531
120,18,person,1701,850,1771,1051
120,19,person,1272,456,1338,515
120,23,person,1696,57,1713,90
120,26,person,1029,356,1090,442
120,28,person,171,195,196,231
120,30,person,584,183,604,239
120,41,person,104,157,130,198
120,44,person,153,173,176,222
121,1,person,267,232,295,297
121,2,person,618,281,649,323
121,3,person,1381,493,1437,555
121,4,person,550,573,631,681
121,5,person,1474,529,1523,600
121,7,person,1272,499,1328,554
121,9,person,6,0,1910,1073
121,10,person,950,375,1008,450
121,12,person,1041,348,1088,408
121,17,person,770,448,820,530
121,18,person,1701,851,1770,1050
121,19,person,1271,456,1338,515
121,23,person,1694,54,1714,91
121,26,person,1030,356,1090,441
121,28,person,173,196,198,232
121,30,person,584,183,605,239
121,41,person,105,157,131,199
121,44,person,153,171,177,222
122,1,person,267,232,296,297
122,2,person,619,281,652,325
122,3,person,1381,493,1437,555
122,4,person,555,575,637,685
122,5,person,1474,529,1523,600
122,7,person,1272,500,1327,554
122,9,person,12,2,1902,1068
122,10,person,950,371,1008,445
122,12,person,1041,347,1088,407
122,17,person,768,445,820,531
122,18,person,1700,853,1767,1047
122,19,person,1271,456,1338,515
122,20,person,24,124,59,182
122,23,person,1694,54,1714,91
122,26,person,1030,356,1090,441
122,28,person,175,197,200,233
122,30,person,584,183,605,239
122,41,person,106,157,132,199
122,44,person,154,173,177,221
123,1,person,268,232,296,297
123,2,person,620,281,654,326
123,3,person,1381,493,1437,555
123,4,person,560,579,641,689
123,5,person,1474,529,1523,600
123,7,person,1272,500,1327,554
123,9,person,19,5,1895,1063
123,10,person,951,370,1007,443
123,12,person,1041,346,1087,407
123,17,person,766,442,820,531
123,18,person,1699,853,1765,1047
123,19,person,1271,456,1338,515
123,20,person,24,125,59,183
123,23,person,1694,54,1714,91
123,26,person,1030,356,1090,442
123,28,person,177,198,202,234
123,30,person,584,182,605,240
123,41,person,108,158,133,199
123,44,person,155,174,177,221
124,1,person,268,232,296,297
124,2,person,619,281,653,326
124,3,person,1381,493,1437,554
124,4,person,569,584,646,688
124,5,person,1474,529,1523,600
124,7,person,1272,500,1327,553
124,9,person,18,5,1895,1062
124,10,person,951,370,1007,443
124,12,person,1041,346,1087,406
124,17,person,765,440,820,532
124,18,person,1698,855,1762,1046
124,19,person,1271,456,1338,516
124,20,person,25,125,60,184
124,23,person,1694,54,1714,91
124,26,person,1030,355,1090,442
124,28,person,178,199,203,235
124,30,person,584,182,605,240
124,41,person,110,160,133,199
124,44,person,155,172,179,222
125,1,person,267,233,296,297
125,2,person,617,280,653,326
125,3,person,1381,493,1437,554
125,4,person,576,590,643,682
125,5,person,1474,528,1523,600
125,7,person,1272,501,1327,553
125,9,person,30,9,1889,1056
125,10,person,950,369,1008,443
125,12,person,1041,345,1087,405
125,17,person,766,439,820,531
125,18,person,1697,852,1762,1047
125,19,person,1271,456,1338,516
125,20,person,25,125,60,185
125,23,person,1695,55,1713,92
125,26,person,1030,355,1089,442
125,28,person,180,200,205,236
125,30,person,584,182,605,240
125,41,person,111,163,133,199
125,44,person,156,171,180,222
126,1,person,267,234,295,296
126,2,person,616,279,653,327
126,3,person,1380,493,1437,555
126,4,person,585,594,644,675
126,5,person,1473,528,1523,600
126,7,person,1272,501,1327,553
126,9,person,18,5,1896,1061
126,10,person,950,368,1008,443
126,12,person,1042,345,1087,404
126,17,person,765,439,819,533
126,18,person,1697,854,1761,1044
126,19,person,1271,456,1339,516
126,20,person,25,126,61,186
126,23,person,1695,55,1713,92
126,26,person,1029,355,1088,442
126,28,person,182,200,207,237
126,30,person,584,182,605,240
126,41,person,112,165,133,199
126,44,person,157,171,180,221
127,1,person,267,234,295,296
127,2,person,615,279,653,327
127,3,person,1380,493,1437,555
127,4,person,583,597,658,700
127,5,person,1473,528,1523,600
127,7,person,1272,501,1327,553
127,9,person,17,6,1894,1060
127,10,person,951,369,1007,442
127,12,person,1042,344,1087,403
127,17,person,764,438,818,532
127,18,person,1697,854,1760,1044
127,19,person,1271,456,1339,516
127,20,person,25,126,61,186
127,23,person,1695,55,1713,92
127,26,person,1030,356,1087,442
127,28,person,184,201,209,238
127,30,person,584,182,605,240
127,41,person,112,164,133,199
127,44,person,158,171,181,221
128,1,person,267,234,294,296
128,2,person,615,278,654,328
128,3,person,1380,493,1437,555
128,4,person,592,603,664,703
128,5,person,1474,528,1523,601
128,7,person,1272,501,1327,553
128,9,person,10,4,1896,1064
128,10,person,951,369,1007,442
128,12,person,1042,344,1087,402
128,17,person,761,436,818,535
128,18,person,1696,853,1760,1044
128,19,person,1271,456,1339,516
128,20,person,26,126,62,187
128,23,person,1694,55,1713,91
128,26,person,1029,356,1087,442
128,28,person,186,202,211,239
128,30,person,584,183,605,240
128,41,person,111,163,134,199
128,44,person,159,171,182,222
129,1,person,266,234,294,296
129,2,person,616,279,654,329
129,3,person,1381,493,1437,554
129,4,person,597,607,669,706
129,5,person,1474,529,1523,601
129,7,person,1272,501,1327,553
129,9,person,19,8,1890,1057
129,10,person,951,369,1008,442
129,12,person,1042,343,1087,401
129,17,person,761,435,817,535
129,18,person,1695,852,1758,1042
129,19,person,1271,456,1339,516
129,20,person,26,127,62,188
129,23,person,1695,56,1713,91
129,26,person,1030,357,1086,442
129,28,person,188,203,213,240
129,30,person,585,184,605,240
129,41,person,111,163,134,199
129,44,person,160,171,182,222
130,1,person,265,233,294,297
130,2,person,615,279,655,330
130,3,person,1381,493,1437,554
130,4,person,606,611,672,701
130,5,person,1474,528,1523,601
130,7,person,1272,501,1327,553
130,9,person,27,15,1879,1049
130,10,person,951,369,1008,443
130,12,person,1042,343,1086,400
130,17,person,759,435,816,535
130,18,person,1692,847,1757,1041
130,19,person,1271,456,1339,516
130,20,person,26,127,63,189
130,23,person,1696,56,1713,90
130,26,person,1030,358,1085,442
130,28,person,190,204,215,241
130,30,person,585,184,605,240
130,41,person,112,163,134,199
130,44,person,160,171,183,221
131,1,person,264,232,294,299
131,2,person,615,278,655,330
131,3,person,1381,493,1437,553
131,4,person,616,617,675,695
131,5,person,1474,528,1523,601
131,7,person,1272,501,1327,553
131,9,person,20,12,1888,1053
131,10,person,951,369,1008,443
131,12,person,1042,342,1086,400
131,17,person,757,433,814,536
131,18,person,1689,838,1756,1041
131,19,person,1271,456,1339,517
131,20,person,26,127,63,190
131,23,person,1696,57,1712,90
131,26,person,1031,358,1085,442
131,30,person,586,185,605,240
131,41,person,112,164,135,200
131,44,person,162,171,184,221
132,1,person,263,232,295,299
132,2,person,616,278,655,329
132,3,person,1381,493,1437,553
132,4,person,612,621,689,723
132,5,person,1473,528,1524,601
132,7,person,1272,501,1327,553
132,9,person,18,13,1885,1052
132,10,person,950,369,1008,443
132,12,person,1042,341,1086,399
132,17,person,756,432,812,534
132,18,person,1690,840,1755,1035
132,19,person,1271,456,1339,517
132,20,person,26,128,64,190
132,23,person,1696,57,1712,89
132,26,person,1030,358,1085,441
132,30,person,585,185,605,240
132,41,person,113,165,135,200
132,44,person,163,170,186,221
133,1,person,263,231,294,300
133,2,person,616,279,655,329
133,3,person,1381,493,1437,553
133,4,person,615,623,696,733
133,5,person,1473,528,1523,601
133,7,person,1271,501,1328,554
133,9,person,17,14,1882,1050
133,10,person,950,368,1008,444
133,12,person,1042,341,1086,398
133,17,person,754,433,811,535
133,18,person,1689,839,1753,1029
133,19,person,1271,456,1339,517
133,20,person,27,128,64,191
133,23,person,1695,56,1713,90
133,26,person,1031,358,1085,441
133,30,person,585,185,605,240
133,41,person,112,165,135,201
133,44,person,163,170,187,222
134,1,person,263,231,294,299
134,2,person,617,280,654,328
134,3,person,1381,493,1437,553
134,4,person,623,629,697,729
134,5,person,1473,528,1523,601
134,7,person,1271,501,1328,554
134,9,person,18,17,1880,1049
134,10,person,950,368,1008,444
134,12,person,1042,340,1086,397
134,17,person,753,432,810,535
134,18,person,1679,788,1759,1029
134,19,person,1271,457,1339,517
134,20,person,27,128,65,192
134,23,person,1695,56,1713,90
134,26,person,1030,357,1086,442
134,30,person,586,185,605,240
134,41,person,113,165,136,201
134,44,person,164,172,187,223
135,1,person,263,231,294,299
135,2,person,618,280,654,327
135,3,person,1381,493,1437,552
135,4,person,628,635,707,744
135,5,person,1473,528,1523,600
135,7,person,1271,501,1327,553
135,9,person,22,20,1877,1046
135,10,person,950,367,1009,445
135,12,person,1042,340,1086,396
135,17,person,752,430,809,534
135,18,person,1677,777,1759,1024
135,19,person,1270,457,1339,517
135,20,person,27,129,65,193
135,23,person,1695,56,1713,90
135,26,person,1030,357,1085,442
135,30,person,586,185,605,239
135,41,person,113,164,137,202
135,44,person,164,172,188,223
136,1,person,262,231,294,300
136,2,person,617,280,654,327
136,3,person,1381,493,1437,552
136,4,person,633,640,716,754
136,5,person,1474,528,1523,600
136,7,person,1271,501,1326,553
136,9,person,27,23,1876,1043
136,10,person,951,369,1008,443
136,12,person,1043,339,1086,395
136,17,person,752,430,808,533
136,18,person,1678,778,1757,1020
136,19,person,1270,457,1339,517
136,20,person,27,129,66,194
136,23,person,1695,56,1713,90
136,26,person,1031,359,1085,442
136,30,person,586,184,605,238
136,41,person,114,163,139,202
136,44,person,165,170,189,225
137,1,person,262,231,293,299
137,2,person,617,279,654,326
137,3,person,1380,493,1437,552
137,4,person,641,644,719,754
137,5,person,1474,528,1523,600
137,7,person,1271,502,1326,553
137,9,person,28,24,1876,1041
137,10,person,949,378,1011,460
137,12,person,1043,339,1085,394
137,17,person,752,431,807,531
137,18,person,1677,776,1756,1018
137,19,person,1270,457,1339,518
137,20,person,28,129,66,194
137,23,person,1695,56,1712,90
137,26,person,1032,359,1085,442
137,30,person,587,184,605,237
137,41,person,115,162,141,203
137,44,person,166,168,192,227
138,1,person,262,243,290,301
138,2,person,617,279,654,326
138,3,person,1380,493,1437,552
138,4,person,652,650,722,747
138,5,person,1474,528,1523,600
138,7,person,1270,502,1326,553
138,9,person,154,50,1754,905
138,10,person,948,381,1011,465
138,12,person,1043,338,1085,393
138,17,person,753,434,804,529
138,18,person,1678,776,1756,1016
138,19,person,1270,457,1339,518
138,20,person,28,130,67,195
138,23,person,1696,57,1713,90
138,26,person,1032,359,1085,442
138,30,person,587,184,605,237
138,41,person,115,162,142,204
138,44,person,167,168,193,227
139,1,person,261,237,290,298
139,2,person,616,278,654,326
139,3,person,1380,493,1437,552
139,4,person,653,655,734,770
139,5,person,1474,528,1523,600
139,7,person,1270,502,1326,553
139,9,person,191,59,1715,852
139,10,person,948,382,1012,468
139,12,person,1043,338,1085,393
139,17,person,754,430,803,519
139,18,person,1678,772,1755,1014
139,19,person,1271,457,1338,517
139,20,person,28,130,67,196
139,23,person,1696,57,1712,89
139,26,person,1031,359,1085,442
139,30,person,587,183,606,236
139,41,person,115,162,142,204
139,44,person,167,168,194,228
140,1,person,260,234,290,298
140,2,person,616,278,654,326
140,3,person,1380,492,1437,552
140,4,person,657,660,745,785
140,5,person,1474,528,1523,600
140,7,person,1270,501,1328,554
140,9,person,188,61,1713,837
140,10,person,950,374,1009,453
140,17,person,754,430,801,514
140,18,person,1677,768,1754,1013
140,19,person,1271,457,1338,517
140,20,person,28,130,68,197
140,23,person,1696,55,1713,89
140,26,person,1031,359,1085,442
140,30,person,587,183,606,236
140,41,person,115,162,142,204
140,44,person,168,168,195,228
141,1,person,259,233,291,298
141,2,person,617,278,655,327
141,3,person,1380,492,1437,552
141,4,person,663,666,750,791
141,5,person,1473,528,1523,600
141,7,person,1270,501,1328,554
141,9,person,179,61,1724,832
141,10,person,951,371,1008,447
141,17,person,753,428,800,514
141,18,person,1677,767,1752,1009
141,19,person,1272,457,1338,517
141,20,person,28,131,68,198
141,23,person,1696,55,1713,89
141,26,person,1031,358,1085,442
141,30,person,587,183,606,236
141,41,person,115,162,141,204
141,44,person,169,167,196,229
142,1,person,260,233,291,297
142,2,person,617,278,656,328
142,3,person,1380,493,1437,552
142,4,person,671,672,756,793
142,5,person,1473,529,1522,600
142,7,person,1270,501,1329,555
142,9,person,166,60,1740,833
142,10,person,952,370,1007,444
142,17,person,749,427,798,514
142,18,person,1676,769,1751,1009
142,19,person,1271,457,1339,517
142,20,person,29,131,69,198
142,23,person,1696,55,1714,89
142,26,person,1031,358,1086,442
142,30,person,586,183,606,236
142,41,person,116,162,142,204
142,44,person,170,167,197,229
142,45,person,169,163,212,275
143,1,person,260,233,291,297
143,2,person,616,278,655,328
143,3,person,1380,493,1437,552
143,4,person,681,679,763,797
143,5,person,1474,529,1523,600
143,7,person,1270,501,1327,554
143,9,person,21,44,1883,963
143,10,person,949,378,1010,460
143,17,person,747,425,797,514
143,18,person,1672,774,1747,1015
143,19,person,1271,457,1339,517
143,20,person,29,131,69,199
143,23,person,1696,56,1713,89
143,26,person,1032,358,1086,442
143,30,person,586,182,606,237
143,41,person,117,163,143,204
143,44,person,170,167,198,230
143,45,person,170,167,211,272
144,1,person,261,233,292,296
144,2,person,616,277,654,328
144,3,person,1381,493,1437,552
144,4,person,688,684,769,800
144,5,person,1474,529,1523,599
144,7,person,1270,501,1327,554
144,9,person,-14,42,1921,1004
144,10,person,950,382,1011,465
144,17,person,746,424,796,514
144,18,person,1675,818,1738,1016
144,19,person,1271,457,1339,518
144,20,person,35,130,63,179
144,23,person,1696,56,1713,89
144,26,person,1032,357,1086,442
144,30,person,587,182,606,237
144,41,person,118,163,144,204
144,44,person,171,166,199,230
144,45,person,171,169,210,271
145,1,person,261,233,292,296
145,2,person,616,277,653,328
145,3,person,1381,494,1437,552
145,4,person,705,691,773,786
145,5,person,1474,529,1523,599
145,7,person,1270,501,1327,554
145,9,person,-30,42,1934,1022
145,10,person,950,384,1011,466
145,17,person,744,423,796,517
145,18,person,1674,820,1736,1015
145,19,person,1271,457,1339,518
145,20,person,36,130,63,177
145,23,person,1696,57,1713,89
145,26,person,1032,358,1086,442
145,30,person,587,181,607,237
145,41,person,119,162,145,204
145,44,person,172,166,201,231
145,45,person,171,171,210,270
146,1,person,261,233,292,295
146,2,person,616,277,652,327
146,3,person,1382,495,1436,550
146,4,person,714,696,774,778
146,5,person,1474,529,1523,599
146,7,person,1270,502,1326,554
146,9,person,-40,38,1945,1033
146,10,person,952,376,1008,451
146,17,person,742,421,795,516
146,18,person,1673,822,1734,1014
146,19,person,1271,456,1339,518
146,20,person,37,131,63,177
146,23,person,1696,57,1713,89
146,26,person,1032,358,1086,442
146,30,person,587,181,607,237
146,41,person,119,162,145,205
146,44,person,173,166,202,231
146,45,person,172,173,209,269
147,1,person,259,235,289,293
147,2,person,616,277,652,327
147,3,person,1382,495,1436,549
147,4,person,709,704,792,816
147,5,person,1474,529,1523,599
147,7,person,1270,501,1327,554
147,9,person,-40,33,1955,1039
147,10,person,952,372,1007,445
