5.100000000000000000e+02,3.800000000000000000e+02
6.660000000000000000e+02,3.390000000000000000e+02
7.330000000000000000e+02,3.230000000000000000e+02
9.910000000000000000e+02,2.610000000000000000e+02
9.160000000000000000e+02,4.040000000000000000e+02
9.910000000000000000e+02,4.280000000000000000e+02
1.088000000000000000e+03,4.680000000000000000e+02
1.218000000000000000e+03,5.290000000000000000e+02
1.358000000000000000e+03,5.890000000000000000e+02
1.568000000000000000e+03,6.790000000000000000e+02
1.506000000000000000e+03,7.770000000000000000e+02
1.342000000000000000e+03,1.002000000000000000e+03
