5.086000000000000227e+02,3.780000000000000000e+02
6.657999999999999545e+02,3.398000000000000114e+02
7.352000000000000455e+02,3.231999999999999886e+02
9.916000000000000227e+02,2.603999999999999773e+02
9.183999999999999773e+02,4.050000000000000000e+02
9.936000000000000227e+02,4.258000000000000114e+02
1.090799999999999955e+03,4.670000000000000000e+02
1.220400000000000091e+03,5.273999999999999773e+02
1.356799999999999955e+03,5.870000000000000000e+02
1.570799999999999955e+03,6.803999999999999773e+02
1.505599999999999909e+03,7.780000000000000000e+02
1.341400000000000091e+03,1.002200000000000045e+03
