5.100000000000000000e+02,3.780000000000000000e+02
6.630000000000000000e+02,3.390000000000000000e+02
7.340000000000000000e+02,3.230000000000000000e+02
9.900000000000000000e+02,2.610000000000000000e+02
9.190000000000000000e+02,4.060000000000000000e+02
9.940000000000000000e+02,4.240000000000000000e+02
1.091000000000000000e+03,4.650000000000000000e+02
1.222000000000000000e+03,5.270000000000000000e+02
1.358000000000000000e+03,5.840000000000000000e+02
1.570000000000000000e+03,6.840000000000000000e+02
1.506000000000000000e+03,7.760000000000000000e+02
1.345000000000000000e+03,1.005000000000000000e+03
