5.070000000000000000e+02,3.760000000000000000e+02
6.670000000000000000e+02,3.400000000000000000e+02
7.360000000000000000e+02,3.220000000000000000e+02
9.940000000000000000e+02,2.620000000000000000e+02
9.200000000000000000e+02,4.060000000000000000e+02
9.940000000000000000e+02,4.240000000000000000e+02
1.091000000000000000e+03,4.670000000000000000e+02
1.221000000000000000e+03,5.280000000000000000e+02
1.358000000000000000e+03,5.880000000000000000e+02
1.572000000000000000e+03,6.790000000000000000e+02
1.506000000000000000e+03,7.770000000000000000e+02
1.340000000000000000e+03,1.003000000000000000e+03
