0.000000000000000000e+00,0.000000000000000000e+00
5.309999999999999609e+00,0.000000000000000000e+00
8.089999999999999858e+00,0.000000000000000000e+00
2.114999999999999858e+01,0.000000000000000000e+00
4.167383427081612801e+00,9.548847149259728440e+00
2.932084879946875056e+00,1.190159276180471970e+01
1.468768376132036479e+00,1.517813323829288308e+01
-4.243049708264936548e-01,1.894952040408019656e+01
-1.920975066218714389e+00,2.205686691718251069e+01
-3.644854449791382400e+00,2.579490049139243268e+01
-6.925438268777816653e+00,2.579712300175539497e+01
-1.203218475643200414e+01,2.574921337718427239e+01
