frame,id,class,x,y
2,8,person,880.5583181657745,576.9413984295978
3,8,person,875.6331217402985,568.0079724556033
4,8,person,870.249809968101,558.0533378576384
5,8,person,864.5900900968364,547.5875789290446
6,8,person,858.6321127838593,536.5702926184205
7,8,person,852.7344403231479,525.6082127459895
8,8,person,846.1254890517044,513.3856040660818
9,8,person,839.1389650792019,500.464711621668
10,8,person,831.7415605826305,486.7839358533166
11,8,person,824.3722748414555,473.0921320441813
12,8,person,816.0657364413377,457.72803624922705
13,8,person,807.2243831586356,441.374726091708
14,8,person,797.9339500765979,423.87881004913686
15,8,person,788.4701992525064,406.29259699955946
16,8,person,777.7218537496311,386.39804031531713
17,8,person,766.1808384644055,365.0362983872956
18,8,person,753.7561094333781,342.0388541826966
19,8,person,740.9852851175236,318.6907382348983
20,8,person,726.6931292081383,291.86060396120604
21,8,person,710.9859702599493,262.7838524245436
22,8,person,693.8621573236345,231.0846217901632
23,8,person,676.053197032677,198.4608925906426
24,8,person,655.7664283523869,160.45954449507232
25,8,person,633.1494168731922,118.58606324559076
26,8,person,609.3359591714484,74.89669807914584
27,8,person,581.488305355497,23.36222157829869
28,8,person,550.4846430221054,-34.58883598748414
29,8,person,515.1444332404569,-100.02661950500477
30,8,person,477.309506245838,-170.229201172978
31,8,person,431.33455731668835,-255.3697263388765
32,8,person,378.26408746787126,-354.4110062552646
38,30,person,446.61331993919816,72.89373383166358
39,30,person,446.61331993919816,72.89373383166358
40,30,person,446.35902589072384,72.98038085276217
41,30,person,440.6119672997622,63.983607096892165
42,30,person,438.6712060874371,60.94542865045723
43,30,person,436.9764364873928,57.799649222553406
44,30,person,435.27059680961963,54.63332185539938
45,30,person,433.2930523955829,51.53429397339356
46,30,person,433.2930523955829,51.53429397339356
47,30,person,431.3023947124719,48.41471616785787
48,30,person,429.2984928935497,45.2743833563357
48,33,person,594.7115261797729,517.1518493287614
49,30,person,429.2984928935497,45.2743833563357
49,33,person,598.4870848549256,520.4028574815684
50,30,person,427.281214324917,42.113087718375866
50,33,person,597.9738646036446,519.4265935044298
51,30,person,425.51466711519646,38.84174540135307
51,33,person,597.3167204007982,518.5028973254658
52,30,person,425.51466711519646,38.84174540135307
52,33,person,599.619300638639,519.9555808697675
53,30,person,423.2059875709857,35.726762715363975
53,33,person,600.6935435527203,520.7057694952746
54,30,person,421.4139058850127,32.412013723085565
54,33,person,601.1172157407071,520.5383456100705
55,30,person,421.4139058850127,32.412013723085565
55,33,person,602.3275852014049,521.2303194529592
56,30,person,419.3427175391336,29.164522691143453
56,33,person,602.609447363142,521.1188991893217
57,30,person,417.52552003005275,25.805281691712235
57,33,person,603.8147448774156,521.8084811544343
58,30,person,417.2574690364324,25.89498623137811
58,33,person,604.8751918284412,522.5510216686462
59,30,person,415.158016719313,22.603179097854788
59,33,person,605.2962830397286,522.3844573851917
60,30,person,413.314219296944,19.19874552065253
60,33,person,606.4920829245333,523.0691096946958
61,30,person,413.314219296944,19.19874552065253
61,33,person,606.7722315024813,522.9582605135844
62,30,person,411.1869078311559,15.861496286621968
62,33,person,607.9630455358413,523.64056067532
63,30,person,409.0449568794159,12.501281156875537
63,33,person,609.0099377202387,524.375577044926
64,30,person,409.0449568794159,12.501281156875537
64,33,person,609.4284790402533,524.2098636655509
65,30,person,406.88821480347997,9.117862246822959
65,33,person,610.609958962525,524.8873146208956
66,30,person,404.716527863588,5.710998375094101
66,33,person,610.8884145537961,524.7770307535847
67,30,person,404.99050919832445,5.620020865507251
67,33,person,611.9260413989912,525.5072181484632
68,30,person,402.8047380996007,2.1892516832464275
68,33,person,613.0985659302228,526.1797818926617
69,30,person,400.60371574768044,-1.265455746476609
69,33,person,613.5145878887707,526.0149108495102
70,30,person,400.60371574768044,-1.265455746476609
70,33,person,614.5435941757365,526.7401425876463
71,30,person,398.3872819599266,-4.744352845073856
71,33,person,614.9587746886608,526.5755537510033
72,30,person,396.1552743026409,-8.247694567204256
72,33,person,615.983240958636,527.2984164305986
73,30,person,396.43335109435526,-8.339534710991616
73,33,person,617.0039912730208,528.0186571345431
74,30,person,467.6860295899099,100.73372440027279
74,33,person,617.5553763373086,527.7999376513918
75,30,person,472.7047733713732,109.1076553840877
75,33,person,618.5713717367832,528.5179234959484
76,30,person,476.1603628427945,114.54874523553036
76,33,person,618.8465099378026,528.4087500175544
77,30,person,477.8722422730415,117.24423029584901
77,33,person,619.9956053985593,529.069820618743
78,30,person,477.63131570448326,117.32774536729778
78,33,person,621.140521555376,529.7284868809866
79,30,person,476.1603628427945,114.54874523553036
79,33,person,621.4145740955419,529.6196775433605
80,30,person,472.7047733713732,109.1076553840877
80,33,person,622.5548022270318,530.2761304892044
81,30,person,464.1227972009093,95.12017405725335
81,33,person,622.8283069683634,530.1675055619298
82,30,person,464.1227972009093,95.12017405725335
82,33,person,623.8273881743627,530.8759800092555
83,30,person,464.3701359372623,95.03514934315726
84,30,person,464.6174615560139,94.95012913834397
85,30,person,464.6174615560139,94.95012913834397
86,30,person,464.6174615560139,94.95012913834397
87,30,person,464.6174615560139,94.95012913834397
88,30,person,464.86477405820744,94.86511344245487
89,30,person,464.86477405820744,94.86511344245487
90,30,person,465.11207344488656,94.78010225513107
91,30,person,465.11207344488656,94.78010225513107
92,30,person,465.11207344488656,94.78010225513107
93,30,person,465.3593597170946,94.69509557601421
94,30,person,465.3593597170946,94.69509557601421
95,30,person,465.3593597170946,94.69509557601421
96,30,person,465.3593597170946,94.69509557601421
97,30,person,465.6066328758744,94.61009340474546
98,30,person,465.8538929222693,94.52509574096614
99,30,person,465.8538929222693,94.52509574096614
100,30,person,465.8538929222693,94.52509574096614
101,30,person,465.8538929222693,94.52509574096614
102,30,person,465.8538929222693,94.52509574096614
103,30,person,466.1011398573223,94.44010258431808
104,30,person,466.348373682076,94.35511393444247
105,30,person,466.5413576264913,90.83872425207655
106,30,person,464.99441939549797,87.8987846706574
107,30,person,465.24318228898034,87.8134550176079
108,30,person,465.24318228898034,87.8134550176079
109,30,person,464.99441939549797,87.8987846706574
110,30,person,464.99441939549797,87.8987846706574
111,30,person,464.74564323061884,87.98411887600837
112,30,person,464.99441939549797,87.8987846706574
113,30,person,461.3703424558778,82.13460994031149
114,30,person,463.18813625029617,85.0258512768887
115,30,person,463.43773756613535,84.94032748463263
116,30,person,461.62078784581206,82.04889126316436
117,30,person,461.62078784581206,82.04889126316436
118,30,person,461.62078784581206,82.04889126316436
119,30,person,463.43773756613535,84.94032748463263
120,30,person,465.24318228898034,87.8134550176079
121,30,person,465.4919319121282,87.72812991649548
122,30,person,465.4919319121282,87.72812991649548
123,30,person,467.28514782690826,90.58331548048696
124,30,person,467.28514782690826,90.58331548048696
125,30,person,467.28514782690826,90.58331548048696
126,30,person,467.28514782690826,90.58331548048696
127,30,person,467.28514782690826,90.58331548048696
128,30,person,467.28514782690826,90.58331548048696
129,30,person,467.533051526081,90.49818827762412
130,30,person,467.533051526081,90.49818827762412
