frame,id,class,x,y
2,1,person,411.1367963491237,239.87328905608965
2,2,person,634.2969379447055,341.3396794986092
2,3,person,942.237933237906,463.28185768573354
2,4,person,527.1607938488256,411.8719550916282
2,5,person,966.9038051143125,489.3085319394708
2,6,person,482.235653535231,427.2347548744316
2,7,person,916.7847054332559,471.8019476790479
2,8,person,880.5583181657745,576.9413984295978
2,9,person,875.7799785833979,606.3219194766259
2,10,person,807.2486942149338,415.33177932126256
3,1,person,411.1367963491237,239.87328905608965
3,2,person,635.2000763945982,342.81195608366164
3,3,person,942.237933237906,463.28185768573354
3,4,person,540.1994292470822,425.2729757016899
3,5,person,966.9038051143125,489.3085319394708
3,6,person,502.553532315478,446.1635219308679
3,7,person,916.6025389028906,470.99071785587995
3,8,person,875.6331217402985,568.0079724556033
3,9,person,875.0428739636353,607.1908573160198
3,10,person,802.1153975698995,402.2495774747095
4,1,person,411.1367963491237,239.87328905608965
4,2,person,634.1220918844188,341.40560265332016
4,3,person,941.9807925093347,462.50887614481815
4,4,person,530.2501375172684,414.1013974361694
4,5,person,966.7963820315822,489.3523621495868
4,6,person,488.1421498337833,431.8292896587141
4,7,person,916.4860355149145,471.0377430678182
4,8,person,870.249809968101,558.0533378576384
4,9,person,874.8454910375598,606.7115721013015
4,10,person,799.0120568182577,394.3407163823189
4,12,person,817.7035063977296,356.83218325829563
4,13,person,997.5947139171328,544.7421046956952
4,14,person,-181.20237242262925,-176.10193756895043
4,15,person,1010.4971754382028,437.4416263878063
5,1,person,409.15026053777336,237.82236664122505
5,2,person,634.1220918844188,341.40560265332016
5,3,person,941.9807925093347,462.50887614481815
5,4,person,539.8062982943982,423.7883241077741
5,5,person,966.8929066982864,490.0782300328203
5,6,person,506.95972620418803,449.27968963746855
5,7,person,916.6025389028906,470.99071785587995
5,8,person,864.5900900968364,547.5875789290446
5,9,person,890.2207524084105,642.5997596651285
5,10,person,798.7072348938419,393.1369145386062
5,12,person,817.7035063977296,356.83218325829563
5,13,person,997.5016492077572,544.7807956646318
5,14,person,-181.20237242262925,-176.10193756895043
5,15,person,1010.4971754382028,437.4416263878063
5,17,person,884.1048661296481,587.1672839842225
6,1,person,409.15026053777336,237.82236664122505
6,2,person,634.1220918844188,341.40560265332016
6,3,person,941.8385111102843,461.6867781252927
6,4,person,542.2694832499498,426.1094826674587
6,5,person,967.0001736134168,490.0344542391847
6,6,person,513.0210211135126,454.82838271838955
6,7,person,916.6025389028906,470.99071785587995
6,8,person,858.6321127838593,536.5702926184205
6,9,person,895.2990877256158,654.7487386812196
6,10,person,798.2556542033093,391.9852410527903
6,12,person,817.7035063977296,356.83218325829563
6,13,person,997.5016492077572,544.7807956646318
6,14,person,-186.14395459064025,-181.85128313500994
6,15,person,1010.2708104735615,437.5331080741627
6,17,person,880.3688946717049,578.2782759039156
7,1,person,408.70261741641355,237.98215465937616
7,2,person,633.2144358964669,339.9267588905645
7,3,person,941.9807925093347,462.50887614481815
7,4,person,545.9243966974625,429.55365506485833
7,5,person,966.989153223716,490.80200628678125
7,6,person,512.8558350390255,454.8918701489948
7,7,person,916.4860355149145,471.0377430678182
7,8,person,852.7344403231479,525.6082127459895
7,9,person,896.5745041088657,657.629175522892
7,10,person,798.2556542033093,391.9852410527903
7,12,person,817.7035063977296,356.83218325829563
7,13,person,997.4085825285243,544.8194874525223
7,14,person,-185.74718301808562,-181.96777297876784
7,15,person,1010.3839944147657,437.4873666414006
7,17,person,879.1620277921361,576.2541352423102
8,1,person,408.4787798367488,238.062054386493
8,2,person,633.2144358964669,339.9267588905645
8,3,person,941.9807925093347,462.50887614481815
8,4,person,548.0029900591065,431.95230319308104
8,5,person,967.0001736134168,490.0344542391847
8,6,person,512.083965000106,453.62633191917234
