0.000000000000000000e+00,0.000000000000000000e+00
2.810000000000000053e+00,0.000000000000000000e+00
5.919999999999999929e+00,0.000000000000000000e+00
8.330000000000000071e+00,0.000000000000000000e+00
1.894999999999999929e+01,0.000000000000000000e+00
6.373242384359845580e+00,9.047561872865165000e+00
6.030534354016767296e+00,1.008192985683180609e+01
1.670869729085552591e-01,2.734119069955743342e+01
-2.281274285037454774e+00,2.722685282810405738e+01
-5.720136100511711952e+00,2.772393710957264901e+01
-7.358308082655528715e+00,2.810683152680766739e+01
1.479236508946772499e+00,-3.080360270392843436e+00
2.384841225619230620e+00,-4.684388109777946063e+00
3.816581023444051368e+00,-7.710657569454324012e+00
