0.000000000000000000e+00,0.000000000000000000e+00
2.810000000000000053e+00,0.000000000000000000e+00
5.919999999999999929e+00,0.000000000000000000e+00
8.330000000000000071e+00,0.000000000000000000e+00
1.894999999999999929e+01,0.000000000000000000e+00
6.414103293959706242e+00,9.042672277573036155e+00
6.096869436647414986e+00,1.013348475220804445e+01
2.939194032273704238e-01,2.737499510815998960e+01
-2.139758762918436474e+00,2.724561492715142208e+01
-5.592771891098740511e+00,2.781882640079728120e+01
-7.193006571784884784e+00,2.816844544183916099e+01
1.391117915184175047e+00,-3.065773408064168315e+00
2.349116359285064792e+00,-4.732660378983485572e+00
3.750375269136138723e+00,-7.742903591345825731e+00
