6.080000000000000000e+02,2.130000000000000000e+02
6.850000000000000000e+02,2.030000000000000000e+02
7.670000000000000000e+02,1.890000000000000000e+02
8.250000000000000000e+02,1.820000000000000000e+02
1.001000000000000000e+03,1.550000000000000000e+02
1.010000000000000000e+03,2.320000000000000000e+02
1.026000000000000000e+03,2.370000000000000000e+02
1.696000000000000000e+03,4.460000000000000000e+02
1.657000000000000000e+03,4.880000000000000000e+02
1.639000000000000000e+03,5.560000000000000000e+02
1.649000000000000000e+03,6.200000000000000000e+02
5.770000000000000000e+02,1.920000000000000000e+02
5.630000000000000000e+02,1.840000000000000000e+02
5.410000000000000000e+02,1.690000000000000000e+02
