6.070000000000000000e+02,2.145999999999999943e+02
6.850000000000000000e+02,2.025999999999999943e+02
7.662000000000000455e+02,1.898000000000000114e+02
8.250000000000000000e+02,1.820000000000000000e+02
1.003000000000000000e+03,1.558000000000000114e+02
1.008799999999999955e+03,2.318000000000000114e+02
1.023799999999999955e+03,2.368000000000000114e+02
1.695599999999999909e+03,4.463999999999999773e+02
1.656599999999999909e+03,4.911999999999999886e+02
1.638200000000000045e+03,5.582000000000000455e+02
1.646799999999999955e+03,6.226000000000000227e+02
5.772000000000000455e+02,1.940000000000000000e+02
5.620000000000000000e+02,1.831999999999999886e+02
5.410000000000000000e+02,1.684000000000000057e+02
