6.060000000000000000e+02,2.150000000000000000e+02
6.840000000000000000e+02,2.030000000000000000e+02
7.660000000000000000e+02,1.910000000000000000e+02
8.250000000000000000e+02,1.830000000000000000e+02
1.003000000000000000e+03,1.560000000000000000e+02
1.008000000000000000e+03,2.330000000000000000e+02
1.022000000000000000e+03,2.370000000000000000e+02
1.695000000000000000e+03,4.460000000000000000e+02
1.656000000000000000e+03,4.920000000000000000e+02
1.637000000000000000e+03,5.580000000000000000e+02
1.644000000000000000e+03,6.230000000000000000e+02
5.760000000000000000e+02,1.940000000000000000e+02
5.630000000000000000e+02,1.820000000000000000e+02
5.410000000000000000e+02,1.680000000000000000e+02
