6.070000000000000000e+02,2.130000000000000000e+02
6.850000000000000000e+02,2.020000000000000000e+02
7.670000000000000000e+02,1.890000000000000000e+02
8.240000000000000000e+02,1.810000000000000000e+02
1.004000000000000000e+03,1.560000000000000000e+02
1.011000000000000000e+03,2.320000000000000000e+02
1.024000000000000000e+03,2.350000000000000000e+02
1.696000000000000000e+03,4.460000000000000000e+02
1.657000000000000000e+03,4.910000000000000000e+02
1.639000000000000000e+03,5.580000000000000000e+02
1.646000000000000000e+03,6.210000000000000000e+02
5.780000000000000000e+02,1.950000000000000000e+02
5.630000000000000000e+02,1.820000000000000000e+02
5.420000000000000000e+02,1.690000000000000000e+02
