0.000000000000000000e+00,0.000000000000000000e+00
2.810000000000000053e+00,0.000000000000000000e+00
5.919999999999999929e+00,0.000000000000000000e+00
8.330000000000000071e+00,0.000000000000000000e+00
1.894999999999999929e+01,0.000000000000000000e+00
6.339218947577169416e+00,9.055721285545105914e+00
6.006400441061757967e+00,1.008592519757702277e+01
1.333612298208963765e-01,2.735154736827285049e+01
-2.347771277454917538e+00,2.721725076033169088e+01
-5.693062696335818629e+00,2.769243338121049192e+01
-7.447264903975693962e+00,2.811584723322986790e+01
1.405995175322780177e+00,-3.048124649761477567e+00
2.391022832213010041e+00,-4.593309100199067352e+00
3.787250654569506381e+00,-7.696863028509685734e+00
